2088_2089	chr16	97424	5132524	475	0.3511
2088_2089	chr16	5133679	5140494	6	1.6892
2088_2089	chr16	7383000	14819868	313	0.0379
2088_2089	chr16	14858873	14859245	7	1.2873
2088_2089	chr16	14946292	21288815	741	0.0643
2088_2089	chr16	21415874	21416497	8	1.2335
2088_2089	chr16	21624011	22376199	94	0.0232
2088_2089	chr16	22545060	22926565	18	1.1629
2088_2089	chr16	22926665	31340557	791	0.244
2088_2089	chr16	31341392	31341792	3	1.909
2088_2089	chr16	31371077	56309895	641	0.1113
2088_2089	chr16	56385261	56385361	2	1.383
2088_2089	chr16	56388836	67859083	618	0.0936
2088_2089	chr16	67859540	67862413	8	1.2354
2088_2089	chr16	67863645	72992651	967	0.1327
2088_2089	chr16	72992729	72993386	7	1.2103
2088_2089	chr16	74334005	90141765	734	0.1399
3212_3213	chr16	97461	10273878	1531	0.0062
3212_3213	chr16	10273978	10274178	3	-0.8997
3212_3213	chr16	10524487	21416152	1059	0.1511
3212_3213	chr16	21416252	21416375	3	1.1587
3212_3213	chr16	21623991	31925765	1474	0.0948
3212_3213	chr16	31925865	31927735	20	1.0903
3212_3213	chr16	46615651	86601501	3526	0.074
3212_3213	chr16	86612388	86612688	4	1.1695
3212_3213	chr16	86613245	90141772	442	0.0542
5802_5804	chr16	97445	14818175	2339	0.321
5802_5804	chr16	14819792	14859204	7	1.473
5802_5804	chr16	14938514	22376200	1043	0.4298
5802_5804	chr16	22545027	22546333	17	1.4511
5802_5804	chr16	22546348	90141771	6406	0.36
7523_7525	chr16	97480	745522	288	-0.2478
7523_7525	chr16	745722	746836	3	-1.2317
7523_7525	chr16	767060	21288776	2917	-0.2465
7523_7525	chr16	21415920	21416520	6	0.8045
7523_7525	chr16	21623961	90142249	6491	-0.0781
8024_15861	chr16	97400	3016340	1092	-0.1226
8024_15861	chr16	3016695	3016995	3	-1.22
8024_15861	chr16	3021139	22545599	2024	0.0271
8024_15861	chr16	22545672	22545790	4	2.076
8024_15861	chr16	22545802	22546334	8	0.5916
8024_15861	chr16	22546515	22826267	3	-1.157
8024_15861	chr16	22926258	90141779	5910	0.2572
8683_8685a	chr16	97464	14988848	2409	0.146
8683_8685a	chr16	14989340	15045815	5	0.924
8683_8685a	chr16	15091613	90141776	7355	0.1472
8703_8705a	chr16	97440	27472787	3746	-0.1869
8703_8705a	chr16	27473597	27473697	2	-1.525
8703_8705a	chr16	27475696	90141777	5755	-0.1753
9027_9029	chr16	97443	2012526	132	0.3521
9027_9029	chr16	2012566	2014304	7	1.696
9027_9029	chr16	2017355	5135599	560	0.1412
9027_9029	chr16	5139212	5143456	8	1.3115
9027_9029	chr16	5145449	10783795	139	-0.1748
9027_9029	chr16	10788160	10788454	3	1.494
9027_9029	chr16	10788504	15127180	281	-0.1511
9027_9029	chr16	15128156	15129886	2	1.7205
9027_9029	chr16	15129986	15833923	106	-0.1379
9027_9029	chr16	15835331	15835631	3	1.1433
9027_9029	chr16	15839018	30525069	1616	-0.0815
9027_9029	chr16	30529156	30664087	17	1.2312
9027_9029	chr16	30665530	49660077	552	0.1128
9027_9029	chr16	49670423	49670623	3	2.0313
9027_9029	chr16	49670723	50744590	72	0.0227
9027_9029	chr16	50744756	50750492	5	1.2816
9027_9029	chr16	50750792	54145755	245	-0.0602
9027_9029	chr16	54966494	54966694	3	2.0107
9027_9029	chr16	54967551	74445602	1994	-0.0091
9027_9029	chr16	74446652	74446982	3	2.4403
9027_9029	chr16	74485920	84215546	547	-0.1433
9027_9029	chr16	84216891	84270955	6	1.3073
9027_9029	chr16	84351867	90142212	338	0.2664
9039_9041	chr16	97493	2129551	801	-0.1707
9039_9041	chr16	2130203	2131731	4	-0.944
9039_9041	chr16	2132398	22376262	2628	-0.1543
9039_9041	chr16	22545068	22545573	8	1.016
9039_9041	chr16	22545673	22545776	5	-0.6403
9039_9041	chr16	22545797	22546299	7	0.6696
9039_9041	chr16	22546399	31926423	1746	-0.1215
9039_9041	chr16	31926523	46615729	15	0.6455
9039_9041	chr16	46615829	68289787	2088	-0.1917
9039_9041	chr16	68293077	68293277	3	0.592
9039_9041	chr16	68293377	72122920	900	-0.1883
9039_9041	chr16	72124565	72130261	4	-0.8925
9039_9041	chr16	72130716	79633406	499	-0.1463
9039_9041	chr16	79633506	79633706	3	-1.143
9039_9041	chr16	80577158	89999858	1119	-0.1554
9039_9041	chr16	90001157	90002057	10	0.6282
9039_9041	chr16	90015922	90141764	40	-0.2182
9345_9347	chr16	97432	105795	3	-0.0793
9345_9347	chr16	106511	148224	11	0.9841
9345_9347	chr16	160510	553030	22	-0.1408
9345_9347	chr16	570502	847909	7	1.4797
9345_9347	chr16	960935	2012197	51	0.2711
9345_9347	chr16	2012557	2014268	6	1.9128
9345_9347	chr16	2017332	2817047	105	0.2814
9345_9347	chr16	2817131	2817898	6	1.4655
9345_9347	chr16	2821512	3076661	17	-0.0464
9345_9347	chr16	3100354	3119200	5	1.2774
9345_9347	chr16	3166482	5135669	367	0.1179
9345_9347	chr16	5139145	5140486	6	2.1167
9345_9347	chr16	5141824	30537153	2062	-0.0414
9345_9347	chr16	30615626	30616526	5	1.953
9345_9347	chr16	30665563	49660054	517	0.1267
9345_9347	chr16	49670398	49670698	3	1.7677
9345_9347	chr16	49670798	57059506	492	0.0257
9345_9347	chr16	57059606	57060683	6	1.5325
9345_9347	chr16	57060783	67200984	434	0.0085
9345_9347	chr16	67201371	67228621	13	1.0786
9345_9347	chr16	67228721	67300040	41	0.0579
9345_9347	chr16	67304734	67327682	17	0.9835
9345_9347	chr16	67328482	67859021	100	0.0887
9345_9347	chr16	67859621	67860080	3	1.9543
9345_9347	chr16	67860385	68265389	146	0.1948
9345_9347	chr16	68265489	68266482	5	1.2134
9345_9347	chr16	68267266	68289158	6	-0.1475
9345_9347	chr16	68293144	68293390	3	2.0427
9345_9347	chr16	68308641	69333542	153	-0.1198
9345_9347	chr16	69349924	69354583	5	1.511
9345_9347	chr16	69356510	84211351	1280	-0.0473
9345_9347	chr16	84215331	84270987	10	0.9241
9345_9347	chr16	84432120	84485549	13	-0.3187
9345_9347	chr16	84488491	84495366	3	1.459
9345_9347	chr16	84497226	88068944	114	0.0461
9345_9347	chr16	88498223	88498523	4	1.4958
9345_9347	chr16	88643552	90141790	158	0.2604
9579_9587	chr16	97441	1292129	420	-1.1123
9579_9587	chr16	1306513	1889290	256	-0.0885
9579_9587	chr16	1891782	1891882	2	1.3925
9579_9587	chr16	1903056	66812858	5956	0.0058
9579_9587	chr16	66819727	66847513	7	1.0531
9579_9587	chr16	66852430	79628378	2107	-0.0041
9579_9587	chr16	79632723	79633731	6	-0.9295
9579_9587	chr16	80577141	90142247	1208	-0.0219
10905_11843	chr16	97442	568971	49	0.388
10905_11843	chr16	570480	848691	18	1.1661
10905_11843	chr16	960952	2012567	85	0.2574
10905_11843	chr16	2012591	2014279	5	1.7308
10905_11843	chr16	2017299	2817043	129	0.272
10905_11843	chr16	2817143	2817880	6	1.0947
10905_11843	chr16	2817980	3658835	218	0.0992
10905_11843	chr16	3705856	3707192	3	1.9457
10905_11843	chr16	3708158	5134777	242	0.2268
10905_11843	chr16	5139186	5143451	7	1.1054
10905_11843	chr16	5145420	10783781	134	-0.0472
10905_11843	chr16	10788209	10788452	3	1.7133
10905_11843	chr16	10788484	15127141	275	-0.0347
10905_11843	chr16	15128142	15129858	4	1.4345
10905_11843	chr16	15129958	19873210	503	-0.0696
10905_11843	chr16	19883205	19883495	3	1.579
10905_11843	chr16	20043070	22545701	451	-0.074
10905_11843	chr16	22545720	22545797	4	-1.2348
10905_11843	chr16	22545827	28506535	532	0.0042
10905_11843	chr16	28506635	28508776	17	1.4682
10905_11843	chr16	28515025	28619613	17	0.3428
10905_11843	chr16	28619853	28620089	4	1.7948
10905_11843	chr16	28763842	30006026	159	0.0806
10905_11843	chr16	30006468	30018498	4	2.2578
10905_11843	chr16	30020309	30583434	100	0.3838
10905_11843	chr16	30593875	30620838	10	1.3801
10905_11843	chr16	30665553	30749332	66	-0.0253
10905_11843	chr16	30749432	30749944	4	1.1165
10905_11843	chr16	30750039	49660048	516	0.1809
10905_11843	chr16	49670211	49670611	5	1.5736
10905_11843	chr16	49670711	50741771	75	0.2187
10905_11843	chr16	50744433	50745778	10	1.1252
10905_11843	chr16	50750487	54145702	233	0.0909
10905_11843	chr16	54966494	54966745	4	1.836
10905_11843	chr16	54967566	56309844	86	-0.0193
10905_11843	chr16	56362539	56397887	9	0.8738
10905_11843	chr16	56401333	57057702	103	0.0037
10905_11843	chr16	57059345	57060686	14	1.1206
10905_11843	chr16	57060786	67859565	696	0.1827
10905_11843	chr16	67859665	67860090	4	1.8658
10905_11843	chr16	67860388	68288837	185	0.4072
10905_11843	chr16	68293085	68293385	4	1.3347
10905_11843	chr16	68308629	74442908	962	0.0689
10905_11843	chr16	74443458	74446960	5	1.6512
10905_11843	chr16	74447480	75485586	115	0.0863
10905_11843	chr16	75512538	75563049	2	2.701
10905_11843	chr16	75564226	83945897	371	0.0246
10905_11843	chr16	83948571	83948942	5	1.3674
10905_11843	chr16	83992918	84218519	76	-0.0226
10905_11843	chr16	84255863	84271000	8	1.3709
10905_11843	chr16	84432115	86588255	111	0.065
10905_11843	chr16	86601106	86601341	4	2.3662
10905_11843	chr16	87364925	88068956	37	0.4011
10905_11843	chr16	88498207	88501779	8	1.7652
10905_11843	chr16	88643573	89999865	170	0.3861
10905_11843	chr16	90001186	90002051	5	3.4212
10905_11843	chr16	90021570	90141799	27	0.1216
11025_11027	chr16	97430	552997	43	0.4173
11025_11027	chr16	560663	732985	10	1.3535
11025_11027	chr16	733144	2012598	77	0.3406
11025_11027	chr16	2012624	2013151	3	1.741
11025_11027	chr16	2014257	2506924	41	0.2953
11025_11027	chr16	2510612	2607869	4	1.6467
11025_11027	chr16	2636649	2816989	63	0.1645
11025_11027	chr16	2817073	2817818	5	1.079
11025_11027	chr16	2817918	3634763	180	0.0849
11025_11027	chr16	3639935	3640892	8	0.9992
11025_11027	chr16	3640951	4624676	124	0.2467
11025_11027	chr16	4624976	4626549	12	1.083
11025_11027	chr16	4629994	5134785	102	0.2385
11025_11027	chr16	5139182	5140477	6	1.0572
11025_11027	chr16	5141834	54145750	2970	0.1197
11025_11027	chr16	54966472	54967641	6	1.3833
11025_11027	chr16	55361254	57059519	192	0.0506
11025_11027	chr16	57059619	57060674	9	1.0988
11025_11027	chr16	57060774	67968746	727	0.1906
11025_11027	chr16	67973791	67980135	13	1.2556
11025_11027	chr16	67984864	75485613	1138	0.0417
11025_11027	chr16	75512536	75563051	2	1.94
11025_11027	chr16	75564252	83945842	348	0.0469
11025_11027	chr16	83948572	83948951	4	1.3228
11025_11027	chr16	83992831	84211333	60	0.0901
11025_11027	chr16	84215398	84270851	14	1.0558
11025_11027	chr16	84270951	86588285	104	0.1098
11025_11027	chr16	86601106	87376496	5	1.75
11025_11027	chr16	87380756	89999917	199	0.2916
11025_11027	chr16	90001338	90002127	5	2.5406
11025_11027	chr16	90025422	90142223	29	0.1631
11602_11604	chr16	97440	30199345	4476	0.3036
11602_11604	chr16	30199645	30199845	3	1.1413
11602_11604	chr16	30364328	31448089	658	0.3276
11602_11604	chr16	31470809	31471009	3	-0.641
11602_11604	chr16	31473493	90142256	4749	0.3076
11675_11677	chr16	97427	3860622	431	0.5115
11675_11677	chr16	3900883	4164522	23	1.123
11675_11677	chr16	4242165	4624728	35	0.4151
11675_11677	chr16	4625779	4626522	9	1.6076
11675_11677	chr16	4629982	4926979	59	0.4167
11675_11677	chr16	4933410	5040795	12	1.1589
11675_11677	chr16	5046390	5135616	19	0.3881
11675_11677	chr16	5140088	5140474	3	2.1973
11675_11677	chr16	5145445	22546560	1262	0.2492
11675_11677	chr16	22926267	23080049	12	1.0509
11675_11677	chr16	23080149	23695285	123	0.2515
11675_11677	chr16	23700006	23703577	5	1.2158
11675_11677	chr16	23712242	24583609	79	0.3017
11675_11677	chr16	24788449	24788549	2	1.949
11675_11677	chr16	24800554	30537206	481	0.4121
11675_11677	chr16	30615601	30616522	4	2.2157
11675_11677	chr16	30665564	49660089	473	0.4154
11675_11677	chr16	49670457	49670733	3	1.8713
11675_11677	chr16	49670830	51174969	128	0.3061
11675_11677	chr16	51175069	52473407	8	1.0922
11675_11677	chr16	52473507	57054772	359	0.2908
11675_11677	chr16	57059540	57060778	6	1.497
11675_11677	chr16	57063657	67190449	430	0.4245
11675_11677	chr16	67201366	67226898	12	1.6768
11675_11677	chr16	67228629	67300034	35	0.8761
11675_11677	chr16	67314007	67327531	12	1.5789
11675_11677	chr16	67328484	67912930	129	0.7781
11675_11677	chr16	67913130	67985839	33	1.5524
11675_11677	chr16	67986139	69333558	247	0.5747
11675_11677	chr16	69349894	69352578	3	2.38
11675_11677	chr16	69356470	74339510	719	0.571
11675_11677	chr16	74443478	74446733	4	2.2483
11675_11677	chr16	74485955	83945905	451	0.5462
11675_11677	chr16	83948564	84027956	6	1.5668
11675_11677	chr16	84050711	90141798	326	0.7477
11877_11893	chr16	97405	2012520	154	0.5268
11877_11893	chr16	2012574	2014300	6	1.5898
11877_11893	chr16	2017300	2817089	119	0.4066
11877_11893	chr16	2817189	2817906	6	1.3497
11877_11893	chr16	2818006	4933604	415	0.27
11877_11893	chr16	4933679	4935896	15	1.2958
11877_11893	chr16	4937126	5135643	24	0.136
11877_11893	chr16	5139146	5143467	8	1.3631
11877_11893	chr16	7383002	19883314	869	0.1037
11877_11893	chr16	19883414	19883514	2	2.061
11877_11893	chr16	20043100	26147421	817	0.0768
11877_11893	chr16	27078283	27221561	3	1.5553
11877_11893	chr16	27224919	28354440	146	0.0919
11877_11893	chr16	28374007	28515048	25	1.0275
11877_11893	chr16	28549356	30531203	296	0.3146
11877_11893	chr16	30536921	30620888	13	1.2137
11877_11893	chr16	30665528	54145746	912	0.2602
11877_11893	chr16	54966463	54967692	5	1.4596
11877_11893	chr16	55361226	56368689	75	0.0442
11877_11893	chr16	56370626	56385381	4	1.363
11877_11893	chr16	56388808	67963911	900	0.258
11877_11893	chr16	67964111	67986267	27	1.0585
11877_11893	chr16	67988553	68265509	79	0.0753
11877_11893	chr16	68265930	68266444	4	1.415
11877_11893	chr16	68267244	68293086	8	0.0453
11877_11893	chr16	68293186	68293486	4	1.5667
11877_11893	chr16	68308655	72132560	811	0.1077
11877_11893	chr16	72132839	72133135	2	1.793
11877_11893	chr16	72133664	72142706	21	0.0807
11877_11893	chr16	72143306	72153980	4	-0.6942
11877_11893	chr16	72156784	74339535	113	0.1775
11877_11893	chr16	74443443	74446980	6	0.9527
11877_11893	chr16	74485945	75485587	104	0.116
11877_11893	chr16	75512555	75564204	5	1.9226
11877_11893	chr16	75564245	83945851	364	0.0506
11877_11893	chr16	83948538	83948859	3	1.4047
11877_11893	chr16	83948939	84217018	65	0.1283
11877_11893	chr16	84217272	84270843	10	1.1642
11877_11893	chr16	84270943	84485550	15	0.0869
