2088_3212	chr17	2966276	2966776	6	-1.3388
2088_3212	chr17	44039744	44594695	56	-0.1065
2088_3212	chr17	44617507	44771962	19	-1.6331
2088_3212	chr17	62891065	62893306	10	-1.5081
2088_5802	chr17	20483741	21094310	17	-0.1249
2088_5802	chr17	44408640	44590225	12	-1.235
2088_5802	chr17	44626735	44770277	7	-0.8397
2088_5802	chr17	62891906	62892841	9	-1.7149
2088_7523	chr17	18682252	18682452	3	-1.676
2088_7523	chr17	21438605	33513440	955	-0.0043
2088_7523	chr17	38253426	39140453	244	-0.0329
2088_7523	chr17	43240155	61566091	1508	-0.0361
2088_7523	chr17	65082985	74001392	703	-0.0521
2088_8024	chr17	11850	7359906	1073	-0.0222
2088_8024	chr17	7401022	21204155	1551	-0.0241
2088_8024	chr17	21438534	33513440	965	-0.0797
2088_8024	chr17	33585740	36485716	467	-0.0715
2088_8024	chr17	36489781	38250171	258	-0.0685
2088_8024	chr17	38253432	39140435	243	-0.0813
2088_8024	chr17	44408129	44408379	3	-2.2947
2088_8024	chr17	44408418	61568359	1452	-0.1225
2088_8024	chr17	61622938	74001392	1084	-0.0749
2088_8024	chr17	74035753	79477816	393	-0.0202
2088_8683	chr17	21438591	33513497	962	-0.0062
2088_8683	chr17	33585740	36485389	462	-0.0037
2088_8683	chr17	41004507	61571763	1902	-0.0188
2088_8683	chr17	61622940	74001392	1080	-0.034
2088_8703	chr17	11850	7359906	1074	-0.0042
2088_8703	chr17	7401022	21101743	1548	-2e-04
2088_8703	chr17	21438532	33513496	959	-0.0194
2088_8703	chr17	33585740	36485668	466	-0.0321
2088_8703	chr17	36489781	39140453	498	-0.0187
2088_8703	chr17	43240155	62891235	1800	-0.0405
2088_8703	chr17	63010401	65026578	79	-0.1508
2088_8703	chr17	65082985	73830121	669	-0.0702
2088_9027	chr17	9674781	9674881	2	-1.168
2088_9027	chr17	27074887	27075537	3	-0.871
2088_9027	chr17	44408029	59560720	1227	-0.0225
2088_9039	chr17	11850	5013038	716	-0.0041
2088_9039	chr17	21438536	33513440	966	-0.0177
2088_9039	chr17	33585740	36485435	464	-0.0317
2088_9345	chr17	5087244	8646949	739	-0.0241
2088_9345	chr17	8656617	8656717	2	-1.7345
2088_9345	chr17	8658859	30348222	1886	-0.0254
2088_9345	chr17	30351727	39261677	1191	-0.0368
2088_9345	chr17	39296131	59560720	2094	-0.0723
2088_9345	chr17	59760694	62892854	529	-0.0528
2088_9345	chr17	62892930	62893246	5	-1.114
2088_9345	chr17	63010375	74287838	826	-0.1472
2088_9345	chr17	74289236	81006569	431	-0.0864
2088_9579	chr17	21438530	33513440	964	-0.0033
2088_9579	chr17	38812670	38813889	4	-1.1527
2088_9579	chr17	38816273	39140407	114	-0.0188
2088_10905	chr17	44408124	44408401	3	-2.1983
2088_10905	chr17	44408429	59560720	1212	-0.0856
2088_10905	chr17	62892621	62892909	4	-1.0405
2088_10905	chr17	62892929	74287820	830	-0.0798
2088_10905	chr17	74289120	79477681	331	-0.0601
2088_10905	chr17	79502084	80129622	26	-0.148
2088_10905	chr17	80130616	80141717	3	-1.0543
2088_11025	chr17	5087183	7359906	313	-0.0217
2088_11025	chr17	29483080	29490291	3	-1.021
2088_11025	chr17	29496870	30348222	133	-0.1173
2088_11025	chr17	30500831	33510534	177	-0.1042
2088_11025	chr17	33521092	59560720	3069	-0.0231
2088_11025	chr17	59760694	74287817	1354	-0.0322
2088_11025	chr17	74289245	81006569	429	-0.0169
2088_11602	chr17	18682264	18682464	3	-1.418
2088_11602	chr17	18692680	20363683	131	-0.0729
2088_11602	chr17	20768696	21101743	16	-0.3001
2088_11602	chr17	21438611	33513512	972	-0.0556
