2088_3212	chr22	16266954	21303975	351	0.1959
2088_3212	chr22	21342313	21384056	5	1.1422
2088_3212	chr22	21742699	41790194	1495	0.1188
2088_3212	chr22	41832350	41833195	6	1.1017
2088_3212	chr22	41863480	51220598	530	0.1547
2088_5802	chr22	16266898	21342313	351	0.0388
2088_5802	chr22	21377578	21384056	4	1.3068
2088_5802	chr22	21742699	25436785	226	0.0996
2088_5802	chr22	25436885	25437285	4	1.0878
2088_5802	chr22	25573377	41790194	1263	0.0758
2088_5802	chr22	41832344	41833167	5	1.106
2088_5802	chr22	41833267	51220598	531	0.1378
2088_7523	chr22	16266898	21342313	352	0.1066
2088_7523	chr22	21377578	21384056	4	1.5152
2088_7523	chr22	21742699	41790194	1513	0.0465
2088_7523	chr22	41832350	41856424	7	1.197
2088_7523	chr22	41863480	50599436	497	0.0909
2088_7523	chr22	50659318	50659518	3	2.394
2088_7523	chr22	50660902	51220598	35	0.3206
2088_8024	chr22	16266898	20457761	270	-0.0337
2088_8024	chr22	20457803	20761145	13	1.1788
2088_8024	chr22	20781733	21303975	63	-0.196
2088_8024	chr22	21342313	21384056	5	1.1522
2088_8024	chr22	21742699	25436892	229	0.0461
2088_8024	chr22	25436992	25437292	3	1.2623
2088_8024	chr22	25573377	38120059	900	-0.0798
2088_8024	chr22	38120102	38120302	3	1.3177
2088_8024	chr22	38120395	41790194	363	0.0293
2088_8024	chr22	41832346	41856424	7	1.2681
2088_8024	chr22	41863480	50599152	495	0.0259
2088_8024	chr22	50659318	50659518	3	2.343
2088_8024	chr22	50660902	51220598	35	0.1469
2088_8683	chr22	16266898	16279203	5	-0.1576
2088_8683	chr22	16287245	16287727	6	1.7575
2088_8683	chr22	16448845	16449345	6	-0.0775
2088_8683	chr22	16449380	16449640	4	1.3807
2088_8683	chr22	17071829	18022140	61	-0.0969
2088_8683	chr22	18022240	18029182	11	0.757
2088_8683	chr22	18031677	21342313	258	0.0444
2088_8683	chr22	21377578	21384056	4	1.4975
2088_8683	chr22	21742699	39909589	1303	0.0167
2088_8683	chr22	39909689	39910167	5	0.8628
2088_8683	chr22	39917422	41790194	200	1e-04
2088_8683	chr22	41832345	41856424	7	1.1136
2088_8683	chr22	41863480	50599152	489	0.0775
2088_8683	chr22	50659318	50659518	3	2.157
2088_8683	chr22	50660902	51220598	34	0.2391
2088_8703	chr22	16266898	20457670	275	0.0204
2088_8703	chr22	20457770	20761149	13	1.4009
2088_8703	chr22	20781733	21303975	66	-0.0455
2088_8703	chr22	21342313	21384056	5	1.2506
2088_8703	chr22	21742699	31671200	706	0.0209
2088_8703	chr22	31672830	31673030	3	0.836
2088_8703	chr22	31685273	41790194	801	0.0061
2088_8703	chr22	41832343	41856424	8	1.2631
2088_8703	chr22	41863480	51220598	527	0.0689
2088_9027	chr22	16266893	24313736	480	0.0476
2088_9027	chr22	24373699	24384103	5	-1.2996
2088_9027	chr22	24437619	38119441	1007	0.0341
2088_9027	chr22	38119541	38121059	17	1.0554
2088_9027	chr22	38121159	51220598	885	0.0312
2088_9039	chr22	16266898	21303975	354	0.0374
2088_9039	chr22	21342313	21384056	5	1.2226
2088_9039	chr22	21742699	23637278	77	0.0222
2088_9039	chr22	23652499	23915587	5	1.252
2088_9039	chr22	23956285	41790194	1425	0.0304
2088_9039	chr22	41832339	41833201	6	1.0553
2088_9039	chr22	41863480	50599152	489	0.0619
2088_9039	chr22	50659318	50664479	9	1.2674
2088_9039	chr22	50682256	51220598	28	0.1133
2088_9345	chr22	16266898	16279203	4	0.0287
2088_9345	chr22	16287245	16449707	17	1.1224
2088_9345	chr22	17071829	24313736	461	-0.0291
2088_9345	chr22	24373699	24384103	5	-1.4384
2088_9345	chr22	24437619	38119441	1001	-0.053
2088_9345	chr22	38119541	38121162	19	0.8976
2088_9345	chr22	38121217	51220598	888	-0.0803
2088_9579	chr22	16266898	16279219	4	0.0815
2088_9579	chr22	16287245	16287745	6	1.5657
2088_9579	chr22	16448845	17265220	27	0.2356
2088_9579	chr22	17280632	17280832	3	-1.4527
2088_9579	chr22	17288600	21303975	311	0.1615
2088_9579	chr22	21342313	21384056	5	1.4412
2088_9579	chr22	21742699	50599152	1999	0.1281
2088_9579	chr22	50659318	50659518	3	2.279
2088_9579	chr22	50660902	51220598	36	0.3821
2088_10905	chr22	16266898	16279203	4	-0.2498
2088_10905	chr22	16287240	16448845	7	1.3146
2088_10905	chr22	16448945	16449261	5	0.2338
2088_10905	chr22	16449361	16449661	4	1.1858
2088_10905	chr22	17071829	20457850	257	-0.016
2088_10905	chr22	20458347	20458694	5	1.4114
2088_10905	chr22	20749615	23637188	157	0.0705
2088_10905	chr22	23652548	23656799	4	1.2152
2088_10905	chr22	23915587	24313736	39	0.1151
2088_10905	chr22	24373699	24384103	5	-1.3504
2088_10905	chr22	24437619	38119541	1002	-0.0083
2088_10905	chr22	38119626	38121101	16	0.9091
2088_10905	chr22	38121201	51220598	893	0.0144
2088_11025	chr22	16266898	24313736	480	0.1033
2088_11025	chr22	24373699	24384103	5	-1.417
2088_11025	chr22	24437619	38119541	1003	0.0026
2088_11025	chr22	38119641	38167633	20	1.0011
2088_11025	chr22	38201850	41832337	356	0.0046
2088_11025	chr22	41832826	41833211	5	1.1448
2088_11025	chr22	41863480	50599152	488	0.0033
2088_11025	chr22	50659318	50659595	4	1.1358
2088_11025	chr22	50660902	51220598	35	0.0413
2088_11602	chr22	16266898	20457672	272	0.0648
2088_11602	chr22	20457772	20761176	13	1.4638
2088_11602	chr22	20781733	25436787	300	0.0546
2088_11602	chr22	25436887	25437287	4	1.1135
2088_11602	chr22	25573377	41790194	1270	0.013
2088_11602	chr22	41832335	41856424	8	1.1965
2088_11602	chr22	41863480	50599152	491	0.0636
2088_11602	chr22	50659318	50659518	3	2.394
2088_11602	chr22	50660902	51220598	34	0.2843
2088_11877	chr22	16266948	16279203	4	-0.6968
2088_11877	chr22	16287245	16287745	6	2.9738
2088_11877	chr22	16448845	16449261	6	0.4575
2088_11877	chr22	16449355	16449631	4	1.4615
2088_11877	chr22	17071829	41790194	1835	0.0556
2088_11877	chr22	41832350	41856431	7	0.9214
2088_11877	chr22	41863480	50599152	489	0.0437
2088_11877	chr22	50659318	50664479	9	0.8994
2088_11877	chr22	50682256	51220598	27	-0.1027
2088_13258	chr22	16266898	23637188	436	0.0869
2088_13258	chr22	23652522	23656799	4	1.105
2088_13258	chr22	23915587	24313736	39	0.225
2088_13258	chr22	24373699	24384103	5	-1.2668
2088_13258	chr22	24437619	41077289	1272	0.0203
2088_13258	chr22	41077389	41077789	3	0.9843
2088_13258	chr22	41166836	41832341	102	-0.0212
2088_13258	chr22	41832826	41856430	6	0.9835
2088_13258	chr22	41863480	51220598	530	0.0348
2088_14422	chr22	16266898	16279203	4	0.0682
2088_14422	chr22	16287240	16449705	16	0.9298
2088_14422	chr22	17071829	20457661	249	-0.0863
2088_14422	chr22	20457761	20458705	7	0.9323
2088_14422	chr22	20749615	51220598	2099	-0.0727
2088_15304	chr22	16266922	24313736	477	0.0134
2088_15304	chr22	24373699	24384103	5	-1.4154
2088_15304	chr22	24437619	51220598	1915	-0.0273
2088_15901	chr22	16266898	16279203	5	-0.4354
2088_15901	chr22	16287244	16449700	16	1.2685
2088_15901	chr22	17071829	20457667	251	0.0505
2088_15901	chr22	20457767	20458707	8	1.5321
2088_15901	chr22	20749615	23637188	156	0.1568
2088_15901	chr22	23652557	23656799	4	1.4245
2088_15901	chr22	23915587	25625430	162	0.0544
2088_15901	chr22	25747806	25755900	4	0.9765
2088_15901	chr22	26000327	38119541	888	0.0369
2088_15901	chr22	38119608	38121140	17	1.0699
2088_15901	chr22	38121217	41790294	360	0.0592
2088_15901	chr22	41832346	41856424	7	1.0106
2088_15901	chr22	41863480	51220598	528	0.0717
2088_15915	chr22	16266898	24313736	472	-0.0575
2088_15915	chr22	24373699	24384103	4	-1.0797
2088_15915	chr22	24437619	51220598	1890	-0.0699
2088_15917	chr22	16266898	16287819	11	1.0525
2088_15917	chr22	16448845	21342313	338	0.0754
2088_15917	chr22	21377578	21384056	4	1.5063
2088_15917	chr22	21742699	50599152	2002	0.0798
2088_15917	chr22	50659318	50659518	3	2.2083
2088_15917	chr22	50660902	51220598	35	0.3844
2088_15921	chr22	16266898	21342313	348	0.1035
2088_15921	chr22	21377578	21384056	4	1.454
2088_15921	chr22	21742699	25625430	238	0.086
2088_15921	chr22	25750663	25755900	3	1.5607
2088_15921	chr22	26000327	26164284	18	-0.0497
2088_15921	chr22	26164744	26165044	4	1.1898
2088_15921	chr22	26166845	41077289	1130	0.0531
2088_15921	chr22	41077385	41077767	3	1.296
2088_15921	chr22	41166836	41573692	75	-0.0648
2088_15921	chr22	41573792	41574365	5	1.0974
2088_15921	chr22	41574465	41832342	22	0.0164
2088_15921	chr22	41832400	41832998	4	1.717
2088_15921	chr22	41833098	51220598	528	0.1224
2088_15923	chr22	16266898	20457767	275	0.1364
2088_15923	chr22	20457803	20761147	12	1.3841
2088_15923	chr22	20781733	21342313	67	0.0643
2088_15923	chr22	21377578	21384056	4	1.6905
2088_15923	chr22	21742699	25334084	214	0.1469
2088_15923	chr22	25435047	25435247	3	1.2643
2088_15923	chr22	25436025	41790194	1297	0.1314
2088_15923	chr22	41832334	41832998	5	1.6404
2088_15923	chr22	41833098	51220598	532	0.2112
2088_15925	chr22	16266898	16287527	6	-1.1338
2088_15925	chr22	16448845	16449650	10	0.7128
2088_15925	chr22	17071829	20113807	253	-0.0556
2088_15925	chr22	20457586	20458694	9	1.1222
2088_15925	chr22	20749615	20891396	13	0.0949
2088_15925	chr22	20937614	21068915	4	1.0172
2088_15925	chr22	21073000	51220598	2087	-0.0383
2088_15929	chr22	16266962	20113807	271	-0.0071
2088_15929	chr22	20457586	20458647	8	0.9149
2088_15929	chr22	20749615	23637188	153	0.1133
2088_15929	chr22	23652563	23653880	2	1.337
2088_15929	chr22	23653958	38119541	1051	-0.038
2088_15929	chr22	38119599	38121135	17	1.0713
2088_15929	chr22	38121235	51220598	893	-0.0548
