2088_3212	chr8	116613	7806665	227	0.1824
2088_3212	chr8	7829628	7835066	13	1.6363
2088_3212	chr8	8185256	11970618	144	0.2007
2088_3212	chr8	12583247	12957213	41	0.0334
2088_3212	chr8	12957313	12957488	3	1.316
2088_3212	chr8	12958133	146279421	5906	0.1404
2088_5802	chr8	623250	623750	6	1.0912
2088_5802	chr8	623850	7191431	194	0.0083
2088_5802	chr8	7718174	11970518	162	0.1302
2088_5802	chr8	12957313	12958133	3	1.098
2088_5802	chr8	12960261	74204905	2907	0.0347
2088_5802	chr8	74233175	146279417	2976	0.0562
2088_7523	chr8	116604	618731	31	0.0877
2088_7523	chr8	623348	623848	6	1.2265
2088_7523	chr8	7829628	7829728	2	2.457
2088_7523	chr8	7830244	22973001	720	0.0345
2088_7523	chr8	22974138	22974427	4	1.124
2088_7523	chr8	27320894	27321294	5	0.8882
2088_7523	chr8	41789919	41791030	8	1.1364
2088_7523	chr8	144941802	145151263	8	1.4044
2088_7523	chr8	145151463	146279421	105	0.3193
2088_8024	chr8	623250	623750	6	1.4528
2088_8024	chr8	7190370	7195644	13	0.8255
2088_8024	chr8	7833895	7835066	9	1.5907
2088_8024	chr8	10466092	10466292	3	1.531
2088_8024	chr8	10467252	11851503	73	0.0572
2088_8024	chr8	11970371	11970631	4	1.749
2088_8024	chr8	11989974	12957236	87	0.0715
2088_8024	chr8	12957336	12958133	3	1.4163
2088_8683	chr8	618731	665851	10	1.0955
2088_8683	chr8	7718151	11180174	114	0.0028
2088_8683	chr8	11188775	11189471	8	1.1745
2088_8683	chr8	12957375	12957475	2	1.609
2088_8683	chr8	110587284	110587569	3	1.0427
2088_8683	chr8	144941888	145151263	7	1.4671
2088_8683	chr8	145151463	146279421	106	0.2395
2088_8703	chr8	116613	618731	33	0.0719
2088_8703	chr8	623250	623850	7	1.1329
2088_8703	chr8	12957313	12958133	4	1.2883
2088_8703	chr8	41789953	41791030	7	1.0104
2088_8703	chr8	94746015	94747063	7	1.1207
2088_9027	chr8	116613	196231	18	0.6857
2088_9027	chr8	7190370	7191070	8	2.6855
2088_9027	chr8	88885045	88886045	11	0.7733
2088_9027	chr8	94713421	94713621	3	0.908
2088_9039	chr8	623250	623850	7	1.0581
2088_9039	chr8	623950	11970518	364	0.0136
2088_9039	chr8	12041153	12044072	4	0.8998
2088_9039	chr8	94745928	94747063	8	0.8571
2088_9345	chr8	116573	196229	18	0.6688
2088_9345	chr8	7190370	7190970	7	2.4163
2088_9345	chr8	7191070	7215951	13	1.298
2088_9345	chr8	10464932	10467982	25	0.7858
2088_9345	chr8	88885047	88886047	11	0.9361
2088_9345	chr8	146062825	146279417	57	0.5508
2088_9579	chr8	623250	623950	8	1.3371
2088_9579	chr8	7190370	7190970	7	1.7693
2088_9579	chr8	41789931	41791030	8	1.2236
